AA,419,https://www.washington.edu/cec/a/AA419A1138.html,Aeronautics & Astronautics A A 419 A&nbsp;&nbsp;Setthivoine You &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; WI16
AA,420,https://www.washington.edu/cec/a/AA420A1115.html,Aeronautics & Astronautics A A 420 A&nbsp;&nbsp;Kristi Hill &nbsp;&nbsp;Professor&nbsp;&nbsp; WI16
AA,420,https://www.washington.edu/cec/a/AA420AA1131.html,Aeronautics & Astronautics A A 420 AA&nbsp;&nbsp;Carl Knowlen &nbsp;&nbsp;Associate Professor&nbsp;&nbsp; WI16
AA,421,https://www.washington.edu/cec/a/AA421A1385.html,Aeronautics & Astronautics A A 421 A&nbsp;&nbsp;Kristi Hill &nbsp;&nbsp;Professor&nbsp;&nbsp; SP16
AA,421,https://www.washington.edu/cec/a/AA421AA1382.html,Aeronautics & Astronautics A A 421 AA&nbsp;&nbsp;Carl Knowlen &nbsp;&nbsp;Associate Professor&nbsp;&nbsp; SP16
AA,421,https://www.washington.edu/cec/a/AA421AB1394.html,Aeronautics & Astronautics A A 421 AB&nbsp;&nbsp;Robert Winglee &nbsp;&nbsp;Professor&nbsp;&nbsp; SP16
AA,421,https://www.washington.edu/cec/a/AA421AC1381.html,Aeronautics & Astronautics A A 421 AC&nbsp;&nbsp;Jinkyu Yang &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; SP16
AA,421,https://www.washington.edu/cec/a/AA421AD1375.html,Aeronautics & Astronautics A A 421 AD&nbsp;&nbsp;James Hermanson &nbsp;&nbsp;Professor&nbsp;&nbsp; SP16
AA,430,https://www.washington.edu/cec/a/AA430A4310.html,Aeronautics & Astronautics A A 430 A&nbsp;&nbsp;Francesco Deleo &nbsp;&nbsp;Pre-Doctoral Associate&nbsp;&nbsp; AU15
AA,432,https://www.washington.edu/cec/a/AA432A1127.html,Aeronautics & Astronautics A A 432 A&nbsp;&nbsp;Kuen Lin &nbsp;&nbsp;Professor&nbsp;&nbsp; WI16
AA,440,https://www.washington.edu/cec/a/AA440A1112.html,Aeronautics & Astronautics A A 440 A&nbsp;&nbsp;Anshu Narang-Siddarth &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; WI16
AA,441,https://www.washington.edu/cec/a/AA441A1370.html,Aeronautics & Astronautics A A 441 A&nbsp;&nbsp;Robert Breidenthal &nbsp;&nbsp;Professor&nbsp;&nbsp; SP16
AA,447,https://www.washington.edu/cec/a/AA447A4308.html,Aeronautics & Astronautics A A 447 A&nbsp;&nbsp;Kristi Hill &nbsp;&nbsp;Professor&nbsp;&nbsp; AU15
AA,448,https://www.washington.edu/cec/a/AA448A1136.html,Aeronautics & Astronautics A A 448 A&nbsp;&nbsp;Christopher Lum &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; WI16
AA,448,https://www.washington.edu/cec/a/AA448AA1153.html,Aeronautics & Astronautics A A 448 AA&nbsp;&nbsp;Christopher Lum &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; WI16
AA,448,https://www.washington.edu/cec/a/AA448AC1119.html,Aeronautics & Astronautics A A 448 AC&nbsp;&nbsp;Christopher Lum &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; WI16
AA,461,https://www.washington.edu/cec/a/AA461A4307.html,Aeronautics & Astronautics A A 461 A&nbsp;&nbsp;James Hermanson &nbsp;&nbsp;Professor&nbsp;&nbsp; AU15
AA,462,https://www.washington.edu/cec/a/AA462A1378.html,Aeronautics & Astronautics A A 462 A&nbsp;&nbsp;Mitsuru Kurosaka &nbsp;&nbsp;Professor&nbsp;&nbsp; SP16
AA,470,https://www.washington.edu/cec/a/AA470A4309.html,Aeronautics & Astronautics A A 470 A&nbsp;&nbsp;Susan Murphy &nbsp;&nbsp;Lecturer&nbsp;&nbsp; AU15
AA,496,https://www.washington.edu/cec/a/AA496A1128.html,Aeronautics & Astronautics A A 496 A&nbsp;&nbsp;Adam Bruckner &nbsp;&nbsp;Professor&nbsp;&nbsp; WI16
AA,498,https://www.washington.edu/cec/a/AA498F3178.html,Aeronautics & Astronautics A A 498 F&nbsp;&nbsp;Eli Livne &nbsp;&nbsp;Professor&nbsp;&nbsp; AU15
AA,503,https://www.washington.edu/cec/a/AA503A4655.html,Aeronautics & Astronautics A A 503 A&nbsp;&nbsp;Dana Dabiri &nbsp;&nbsp;Associate Professor&nbsp;&nbsp; AU15
AA,504,https://www.washington.edu/cec/a/AA504A3182.html,Aeronautics & Astronautics A A 504 A&nbsp;&nbsp;Robert Breidenthal &nbsp;&nbsp;Professor&nbsp;&nbsp; AU15
AA,506,https://www.washington.edu/cec/a/AA506A1109.html,Aeronautics & Astronautics A A 506 A&nbsp;&nbsp;Dana Dabiri &nbsp;&nbsp;Associate Professor&nbsp;&nbsp; WI16
AA,507,https://www.washington.edu/cec/a/AA507A1118.html,Aeronautics & Astronautics A A 507 A&nbsp;&nbsp;Alberto Aliseda &nbsp;&nbsp;Associate Professor&nbsp;&nbsp; WI16
AA,510,https://www.washington.edu/cec/a/AA510A4313.html,Aeronautics & Astronautics A A 510 A&nbsp;&nbsp;Mehran Mesbahi &nbsp;&nbsp;Professor&nbsp;&nbsp; AU15
AA,516,https://www.washington.edu/cec/a/AA516A3357.html,Aeronautics & Astronautics A A 516 A&nbsp;&nbsp;Anshu Narang-Siddarth &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; AU15
AA,523,https://www.washington.edu/cec/a/AA523A1384.html,Aeronautics & Astronautics A A 523 A&nbsp;&nbsp;Thomas Jarboe &nbsp;&nbsp;Professor&nbsp;&nbsp; SP16
AA,523,https://www.washington.edu/cec/a/AA523A3101.html,Aeronautics & Astronautics A A 523 A&nbsp;&nbsp;Thomas Jarboe &nbsp;&nbsp;Professor&nbsp;&nbsp; AU15
AA,524,https://www.washington.edu/cec/a/AA524A4303.html,Aeronautics & Astronautics A A 524 A&nbsp;&nbsp;Mitsuru Kurosaka &nbsp;&nbsp;Professor&nbsp;&nbsp; AU15
AA,525,https://www.washington.edu/cec/a/AA525A1155.html,Aeronautics & Astronautics A A 525 A&nbsp;&nbsp;Mitsuru Kurosaka &nbsp;&nbsp;Professor&nbsp;&nbsp; WI16
AA,530,https://www.washington.edu/cec/a/AA530A3181.html,Aeronautics & Astronautics A A 530 A&nbsp;&nbsp;Jinkyu Yang &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; AU15
AA,538,https://www.washington.edu/cec/a/AA538A3180.html,Aeronautics & Astronautics A A 538 A&nbsp;&nbsp;Eli Livne &nbsp;&nbsp;Professor&nbsp;&nbsp; AU15
AA,540,https://www.washington.edu/cec/a/AA540A1122.html,Aeronautics & Astronautics A A 540 A&nbsp;&nbsp;Marco Salviato &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; WI16
AA,543,https://www.washington.edu/cec/a/AA543A1113.html,Aeronautics & Astronautics A A 543 A&nbsp;&nbsp;Antonino Ferrante &nbsp;&nbsp;Associate Professor&nbsp;&nbsp; WI16
AA,544,https://www.washington.edu/cec/a/AA544A1392.html,Aeronautics & Astronautics A A 544 A&nbsp;&nbsp;Antonino Ferrante &nbsp;&nbsp;Associate Professor&nbsp;&nbsp; SP16
AA,548,https://www.washington.edu/cec/a/AA548A1129.html,Aeronautics & Astronautics A A 548 A&nbsp;&nbsp;Sam Burden &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; WI16
AA,550,https://www.washington.edu/cec/a/AA550A4311.html,Aeronautics & Astronautics A A 550 A&nbsp;&nbsp;Brian Fabien &nbsp;&nbsp;Professor&nbsp;&nbsp; AU15
AA,557,https://www.washington.edu/cec/a/AA557A1133.html,Aeronautics & Astronautics A A 557 A&nbsp;&nbsp;Thomas Jarboe &nbsp;&nbsp;Professor&nbsp;&nbsp; WI16
AA,558,https://www.washington.edu/cec/a/AA558A1369.html,Aeronautics & Astronautics A A 558 A&nbsp;&nbsp;Uri Shumlak &nbsp;&nbsp;Professor&nbsp;&nbsp; SP16
AA,559,https://www.washington.edu/cec/a/AA559A1126.html,Aeronautics & Astronautics A A 559 A&nbsp;&nbsp;Raymond Golingo &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; WI16
AA,559,https://www.washington.edu/cec/a/AA559A4312.html,Aeronautics & Astronautics A A 559 A&nbsp;&nbsp;Thomas Jarboe &nbsp;&nbsp;Professor&nbsp;&nbsp; AU15
AA,559,https://www.washington.edu/cec/a/AA559A5806.html,Aeronautics & Astronautics A A 559 A&nbsp;&nbsp;Derek Sutherland &nbsp;&nbsp;Pre-Doctoral Associate&nbsp;&nbsp; AU15
AA,564,https://www.washington.edu/cec/a/AA564A1376.html,Aeronautics & Astronautics A A 564 A&nbsp;&nbsp;Setthivoine You &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; SP16
AA,578,https://www.washington.edu/cec/a/AA578A1111.html,Aeronautics & Astronautics A A 578 A&nbsp;&nbsp;Fazel Maryam &nbsp;&nbsp;Associate Professor&nbsp;&nbsp; WI16
AA,580,https://www.washington.edu/cec/a/AA580A1379.html,Aeronautics & Astronautics A A 580 A&nbsp;&nbsp;Kristi Hill &nbsp;&nbsp;Professor&nbsp;&nbsp; SP16
AA,585,https://www.washington.edu/cec/a/AA585A4305.html,Aeronautics & Astronautics A A 585 A&nbsp;&nbsp;Howard Chizeck &nbsp;&nbsp;Professor&nbsp;&nbsp; AU15
AA,593,https://www.washington.edu/cec/a/AA593A1395.html,Aeronautics & Astronautics A A 593 A&nbsp;&nbsp;Santosh Devasia &nbsp;&nbsp;Professor&nbsp;&nbsp; SP16
AA,595,https://www.washington.edu/cec/a/AA595A1116.html,Aeronautics & Astronautics A A 595 A&nbsp;&nbsp;Christina Mastrangelo &nbsp;&nbsp;Associate Professor&nbsp;&nbsp; WI16
AA,598,https://www.washington.edu/cec/a/AA598A1368.html,Aeronautics & Astronautics A A 598 A&nbsp;&nbsp;Anshu Narang-Siddarth &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; SP16
AA,598,https://www.washington.edu/cec/a/AA598F1388.html,Aeronautics & Astronautics A A 598 F&nbsp;&nbsp;Martin Berg &nbsp;&nbsp;Associate Professor&nbsp;&nbsp; SP16
AAB,200,https://www.washington.edu/cec/a/AAB200A1352.html,Arts & Sciences AAB 200 A&nbsp;&nbsp;Renee Ha &nbsp;&nbsp;Instructor&nbsp;&nbsp; AU15
AAB,291,https://www.washington.edu/cec/a/AAB291A1123.html,Arts & Sciences AAB 291 A&nbsp;&nbsp;Renee Ha &nbsp;&nbsp;Instructor&nbsp;&nbsp; WI16
AAB,292,https://www.washington.edu/cec/a/AAB292A1099.html,Arts & Sciences AAB 292 A&nbsp;&nbsp;Renee Ha &nbsp;&nbsp;Instructor&nbsp;&nbsp; SP16
AAS,101,https://www.washington.edu/cec/a/AAS101A5310.html,Asian American Studies AAS 101 A&nbsp;&nbsp;Moon-Ho Jung &nbsp;&nbsp;Associate Professor&nbsp;&nbsp; SP16
AAS,101,https://www.washington.edu/cec/a/AAS101AB5241.html,Asian American Studies AAS 101 AB&nbsp;&nbsp;Josue Estrada &nbsp;&nbsp;Pre-Doctoral Associate&nbsp;&nbsp; SP16
AAS,101,https://www.washington.edu/cec/a/AAS101AD5242.html,Asian American Studies AAS 101 AD&nbsp;&nbsp;Josue Estrada &nbsp;&nbsp;Pre-Doctoral Associate&nbsp;&nbsp; SP16
AAS,101,https://www.washington.edu/cec/a/AAS101AE5243.html,Asian American Studies AAS 101 AE&nbsp;&nbsp;Josue Estrada &nbsp;&nbsp;Pre-Doctoral Associate&nbsp;&nbsp; SP16
AAS,206,https://www.washington.edu/cec/a/AAS206A1160.html,Asian American Studies AAS 206 A&nbsp;&nbsp;Connie So &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SU15
AAS,206,https://www.washington.edu/cec/a/AAS206A1966.html,Asian American Studies AAS 206 A&nbsp;&nbsp;Connie So &nbsp;&nbsp;Lecturer&nbsp;&nbsp; WI16
AAS,210,https://www.washington.edu/cec/a/AAS210A1415.html,Asian American Studies AAS 210 A&nbsp;&nbsp;Connie So &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SP16
AAS,220,https://www.washington.edu/cec/a/AAS220A1416.html,Asian American Studies AAS 220 A&nbsp;&nbsp;Connie So &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SP16
AAS,350,https://www.washington.edu/cec/a/AAS350A1967.html,Asian American Studies AAS 350 A&nbsp;&nbsp;Connie So &nbsp;&nbsp;Lecturer&nbsp;&nbsp; WI16
AAS,360,https://www.washington.edu/cec/a/AAS360A1697.html,Asian American Studies AAS 360 A&nbsp;&nbsp;Enrique Bonus &nbsp;&nbsp;Associate Professor&nbsp;&nbsp; AU15
AAS,370,https://www.washington.edu/cec/a/AAS370A5811.html,Asian American Studies AAS 370 A&nbsp;&nbsp;Tetsuden Kashima &nbsp;&nbsp;Professor&nbsp;&nbsp; AU15
AAS,372,https://www.washington.edu/cec/a/AAS372A1580.html,Asian American Studies AAS 372 A&nbsp;&nbsp;Tetsuden Kashima &nbsp;&nbsp;Professor&nbsp;&nbsp; WI16
AAS,380,https://www.washington.edu/cec/a/AAS380A1425.html,Asian American Studies AAS 380 A&nbsp;&nbsp;Tetsuden Kashima &nbsp;&nbsp;Professor&nbsp;&nbsp; SP16
AAS,385,https://www.washington.edu/cec/a/AAS385A1699.html,Asian American Studies AAS 385 A&nbsp;&nbsp;Gail Nomura &nbsp;&nbsp;Associate Professor&nbsp;&nbsp; AU15
AAS,395,https://www.washington.edu/cec/a/AAS395A1698.html,Asian American Studies AAS 395 A&nbsp;&nbsp;Connie So &nbsp;&nbsp;Lecturer&nbsp;&nbsp; AU15
ACCTG,199,https://www.washington.edu/cec/a/ACCTG199A3368.html,Accounting ACCTG 199 A&nbsp;&nbsp;Peter Demerjian &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; WI16
ACCTG,199,https://www.washington.edu/cec/a/ACCTG199A4161.html,Accounting ACCTG 199 A&nbsp;&nbsp;Ciao-Wei Chen &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SP16
ACCTG,199,https://www.washington.edu/cec/a/ACCTG199A5100.html,Accounting ACCTG 199 A&nbsp;&nbsp;Peter Demerjian &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; AU15
ACCTG,215,https://www.washington.edu/cec/a/ACCTG215A2006.html,Accounting ACCTG 215 A&nbsp;&nbsp;Elizabeth Weber &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SU15
ACCTG,215,https://www.washington.edu/cec/a/ACCTG215A3408.html,Accounting ACCTG 215 A&nbsp;&nbsp;Peter Demerjian &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; WI16
ACCTG,215,https://www.washington.edu/cec/a/ACCTG215A4157.html,Accounting ACCTG 215 A&nbsp;&nbsp;Ciao-Wei Chen &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SP16
ACCTG,215,https://www.washington.edu/cec/a/ACCTG215A5082.html,Accounting ACCTG 215 A&nbsp;&nbsp;Peter Demerjian &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; AU15
ACCTG,215,https://www.washington.edu/cec/a/ACCTG215B3365.html,Accounting ACCTG 215 B&nbsp;&nbsp;Steve Sefcik &nbsp;&nbsp;Professor&nbsp;&nbsp; WI16
ACCTG,215,https://www.washington.edu/cec/a/ACCTG215B4155.html,Accounting ACCTG 215 B&nbsp;&nbsp;Elizabeth Weber &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SP16
ACCTG,215,https://www.washington.edu/cec/a/ACCTG215B5119.html,Accounting ACCTG 215 B&nbsp;&nbsp;Peter Demerjian &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; AU15
ACCTG,215,https://www.washington.edu/cec/a/ACCTG215BA4143.html,Accounting ACCTG 215 BA&nbsp;&nbsp;Madeleine Miller &nbsp;&nbsp;Teaching Assistant&nbsp;&nbsp; SP16
ACCTG,215,https://www.washington.edu/cec/a/ACCTG215BB4160.html,Accounting ACCTG 215 BB&nbsp;&nbsp;Madeleine Miller &nbsp;&nbsp;Teaching Assistant&nbsp;&nbsp; SP16
ACCTG,215,https://www.washington.edu/cec/a/ACCTG215C3371.html,Accounting ACCTG 215 C&nbsp;&nbsp;Ryan Anthony &nbsp;&nbsp;Lecturer&nbsp;&nbsp; WI16
ACCTG,215,https://www.washington.edu/cec/a/ACCTG215C4123.html,Accounting ACCTG 215 C&nbsp;&nbsp;Ryan Anthony &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SP16
ACCTG,215,https://www.washington.edu/cec/a/ACCTG215C5072.html,Accounting ACCTG 215 C&nbsp;&nbsp;Elizabeth Weber &nbsp;&nbsp;Lecturer&nbsp;&nbsp; AU15
ACCTG,215,https://www.washington.edu/cec/a/ACCTG215D3379.html,Accounting ACCTG 215 D&nbsp;&nbsp;Steve Sefcik &nbsp;&nbsp;Professor&nbsp;&nbsp; WI16
ACCTG,215,https://www.washington.edu/cec/a/ACCTG215D4176.html,Accounting ACCTG 215 D&nbsp;&nbsp;Ciao-Wei Chen &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SP16
ACCTG,219,https://www.washington.edu/cec/a/ACCTG219A3386.html,Accounting ACCTG 219 A&nbsp;&nbsp;Elizabeth Weber &nbsp;&nbsp;Lecturer&nbsp;&nbsp; WI16
ACCTG,219,https://www.washington.edu/cec/a/ACCTG219A4135.html,Accounting ACCTG 219 A&nbsp;&nbsp;Elizabeth Weber &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SP16
ACCTG,225,https://www.washington.edu/cec/a/ACCTG225A2005.html,Accounting ACCTG 225 A&nbsp;&nbsp;Rory Ernst &nbsp;&nbsp;Pre-Doctoral Associate&nbsp;&nbsp; SU15
ACCTG,225,https://www.washington.edu/cec/a/ACCTG225A3403.html,Accounting ACCTG 225 A&nbsp;&nbsp;Phil Quinn &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; WI16
ACCTG,225,https://www.washington.edu/cec/a/ACCTG225A4128.html,Accounting ACCTG 225 A&nbsp;&nbsp;Joseph Paperman &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SP16
ACCTG,225,https://www.washington.edu/cec/a/ACCTG225A5097.html,Accounting ACCTG 225 A&nbsp;&nbsp;Joseph Paperman &nbsp;&nbsp;Lecturer&nbsp;&nbsp; AU15
ACCTG,225,https://www.washington.edu/cec/a/ACCTG225B3380.html,Accounting ACCTG 225 B&nbsp;&nbsp;Phil Quinn &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; WI16
ACCTG,225,https://www.washington.edu/cec/a/ACCTG225B4149.html,Accounting ACCTG 225 B&nbsp;&nbsp;Joseph Paperman &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SP16
ACCTG,225,https://www.washington.edu/cec/a/ACCTG225C4172.html,Accounting ACCTG 225 C&nbsp;&nbsp;Wendy Baesler &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SP16
ACCTG,225,https://www.washington.edu/cec/a/ACCTG225C5079.html,Accounting ACCTG 225 C&nbsp;&nbsp;Joseph Paperman &nbsp;&nbsp;Lecturer&nbsp;&nbsp; AU15
ACCTG,225,https://www.washington.edu/cec/a/ACCTG225D3357.html,Accounting ACCTG 225 D&nbsp;&nbsp;Phil Quinn &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; WI16
ACCTG,275,https://www.washington.edu/cec/a/ACCTG275A2004.html,Accounting ACCTG 275 A&nbsp;&nbsp;Wendy Baesler &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SU15
ACCTG,301,https://www.washington.edu/cec/a/ACCTG301A2002.html,Accounting ACCTG 301 A&nbsp;&nbsp;Geoff Turck &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SU15
ACCTG,301,https://www.washington.edu/cec/a/ACCTG301A3359.html,Accounting ACCTG 301 A&nbsp;&nbsp;Jane Reich &nbsp;&nbsp;Lecturer&nbsp;&nbsp; WI16
ACCTG,301,https://www.washington.edu/cec/a/ACCTG301A4171.html,Accounting ACCTG 301 A&nbsp;&nbsp;Jane Reich &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SP16
ACCTG,301,https://www.washington.edu/cec/a/ACCTG301A5083.html,Accounting ACCTG 301 A&nbsp;&nbsp;Terrence Blackburne &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; AU15
ACCTG,301,https://www.washington.edu/cec/a/ACCTG301B3391.html,Accounting ACCTG 301 B&nbsp;&nbsp;Terrence Blackburne &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; WI16
ACCTG,301,https://www.washington.edu/cec/a/ACCTG301B5110.html,Accounting ACCTG 301 B&nbsp;&nbsp;Terrence Blackburne &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; AU15
ACCTG,301,https://www.washington.edu/cec/a/ACCTG301C5105.html,Accounting ACCTG 301 C&nbsp;&nbsp;Terrence Blackburne &nbsp;&nbsp;Assistant Professor&nbsp;&nbsp; AU15
ACCTG,302,https://www.washington.edu/cec/a/ACCTG302A3363.html,Accounting ACCTG 302 A&nbsp;&nbsp;Ciao-Wei Chen &nbsp;&nbsp;Lecturer&nbsp;&nbsp; WI16
ACCTG,302,https://www.washington.edu/cec/a/ACCTG302A4140.html,Accounting ACCTG 302 A&nbsp;&nbsp;Jane Reich &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SP16
ACCTG,302,https://www.washington.edu/cec/a/ACCTG302A5075.html,Accounting ACCTG 302 A&nbsp;&nbsp;D. Shores &nbsp;&nbsp;Associate Professor&nbsp;&nbsp; AU15
ACCTG,302,https://www.washington.edu/cec/a/ACCTG302B3401.html,Accounting ACCTG 302 B&nbsp;&nbsp;D. Shores &nbsp;&nbsp;Associate Professor&nbsp;&nbsp; WI16
ACCTG,302,https://www.washington.edu/cec/a/ACCTG302B4133.html,Accounting ACCTG 302 B&nbsp;&nbsp;Jane Reich &nbsp;&nbsp;Lecturer&nbsp;&nbsp; SP16
ACCTG,302,https://www.washington.edu/cec/a/ACCTG302C3395.html,Accounting ACCTG 302 C&nbsp;&nbsp;D. Shores &nbsp;&nbsp;Associate Professor&nbsp;&nbsp; WI16
ACCTG,303,https://www.washington.edu/cec/a/ACCTG303A3394.html,Accounting ACCTG 303 A&nbsp;&nbsp;Jane Reich &nbsp;&nbsp;Lecturer&nbsp;&nbsp; WI16
